"pid","assessed_value"
344,478779.771672388
345,369641.374885672
346,1074511.95252347
347,282329.505890293
348,641287.351812956
349,194751.515636345
350,392883.434104068
351,467252.769537868
352,495809.602363971
353,107634.1233128
354,35011.3023482898
355,415454.113999775
356,88466.0835047057
357,97510.6878118085
358,419003.576719222
359,198590.967388301
360,36297.4596254497
361,254461.089233942
362,401696.843556749
363,457241.389590294
364,96977.1530862178
365,1046435.96730272
366,191954.156723217
367,139951.145055895
368,243984.62533159
369,219806.299682645
370,509337.645174813
371,250742.789301735
372,144073.650910621
373,337746.270790355
374,209782.033424321
375,155463.233639011
376,259078.027529811
377,215228.671453956
378,322090.086665868
379,486546.880606917
380,104484.138880429
381,758128.185711954
382,223341.432712014
383,549278.195606846
384,210437.907858596
385,271057.442038331
386,182236.433245623
387,100313.359986734
388,567700.273630981
389,60729.6965372843
390,366448.425026549
391,252928.750503744
392,407530.053876094
393,31663.2156074452
394,220099.291241412
395,241275.146712156
396,383702.696977056
397,369044.666697064
398,468765.677821788
399,280863.033854837
400,173525.294694214
401,174438.4962347
402,124260.185479557
403,269763.842387247
404,236396.442424796
405,178308.18616573
406,141149.465133911
407,205894.674721292
408,123008.339687089
409,280903.120027544
410,236545.470446087
411,248744.991718996
412,143511.899633946
413,470766.575856243
414,220307.693007032
415,327992.198511625
416,519597.587699417
417,347884.098992174
418,306127.525810319
419,219055.054799684
420,114475.075504296
421,437476.836139603
422,704371.875537273
423,277959.013617186
424,220984.459683843
425,289307.920080953
426,315262.032532536
427,57912.9899334592
428,108215.228635293
429,237493.525501448
430,335778.478997463
431,207712.151869088
432,273145.78302887
433,94226.0794345665
434,268366.319098076
435,352964.633060914
436,175059.875525738
437,133488.342506183
438,117997.07283906
439,243535.698287498
440,556865.847686426
441,183807.203930497
442,231571.342756135
443,79495.9832104367
444,132069.098948187
445,449808.331046671
446,625240.604684899
447,104684.569735935
448,106576.560835491
449,675397.184179294
450,144388.649344268
451,469000.455059368
452,203168.212409347
453,415428.358333105
454,231119.346270387
455,268390.897901137
456,360014.542548895
457,321554.744944832
458,139859.662548988
459,251960.108781538
460,248170.184327732
461,339565.814779002
462,133625.988576583
463,460189.365070099
464,387953.687431432
465,278582.108343826
466,481174.928219593
467,324505.667317356
468,356457.339158023
469,664789.443293655
470,208980.187838302
471,350297.974978474
472,390661.944263715
473,172928.408723884
474,152654.5572133
475,205844.736546754
476,146339.136531449
477,354925.319722976
478,150544.816074333
479,560512.800094254
480,343847.81881241
481,213981.27817277
482,96442.0259064251
483,232008.903275289
484,256066.474837341
485,125610.904653395
486,187710.120857634
487,99097.2402329739
488,755234.228254491
489,113592.111224528
490,187677.54201313
491,44111.7858866134
492,476907.019681525
493,318326.008086723
494,276743.09612726
495,112532.856920977
496,352771.186196608
497,693374.127531978
498,264983.187272972
499,290742.140179438
500,753570.680313535
501,277606.860615215
502,183652.698544899
503,447753.309685209
504,509770.358860313
505,196440.191300831
506,321480.432267899
507,217848.709717517
508,257355.126103131
509,116529.348563911
510,256236.867232962
511,269119.648432232
512,250937.792198191
513,291634.338614991
514,41355.2505287518
515,506006.254229476
516,145051.356727061
517,461958.760860037
518,449346.130128874
519,209578.221359623
520,576113.604872573
521,125197.795365868
522,445909.786556304
523,255114.034931704
524,160544.962138705
525,235034.260350855
526,299836.092576003
527,318588.014358916
528,708203.771900952
529,267130.144112372
530,368904.364511212
531,455064.332794839
532,452541.441556635
533,109859.366612063
534,272917.246124286
535,832019.854230995
536,60116.2903528946
537,341975.85749828
538,123695.827516461
539,276905.853173301
540,352741.9271908
541,225254.428552982
542,147867.604649485
543,387542.542045009
544,390077.448322433
545,357496.485836576
546,760647.934088144
547,149682.189139801
548,55399.3676169452
549,317591.164867899
550,58829.1622351298
551,232703.186372668
552,66144.6367320987
553,13645.6838754443
554,281569.720982542
555,267555.461315462
556,223952.47422157
557,505671.348027863
558,39782.275778397
559,506859.284043786
560,294986.907058986
561,330290.352001227
562,189957.741964518
563,584701.606670403
564,595405.633384588
565,237302.045080416
566,26080.2618770278
567,250261.189569007
568,274733.86810062
569,320511.267192544
570,91694.2169537638
571,102519.603627211
572,26477.8029993035
573,204292.379661024
574,469580.245353519
575,241193.579054607
576,483994.798328935
577,453297.209931421
578,123236.123556876
579,398500.994696731
580,582376.964237101
581,428411.005490047
582,220957.717063246
583,599145.704367548
584,212827.133407232
585,142541.957617573
586,656943.724045465
587,137015.617590315
588,105706.235565068
589,100959.770952225
590,232045.962929467
591,369647.500643047
592,113616.622627748
593,195388.211996174
594,188661.729676453
595,329331.77608565
596,273361.507582778
597,231357.394698164
598,551229.629612031
599,565026.108044988
600,489769.928143649
601,348622.579575577
602,103669.726772702
603,198734.21648593
604,314482.185532246
605,75639.9230718227
606,317010.994951147
607,297267.69873264
608,132769.673478327
609,199281.148115329
610,293081.07846588
611,37811.1708736567
612,456110.926624718
613,58816.6147860839
614,250643.7660294
615,190376.023395785
616,406876.25649924
617,110889.285788213
618,18336.5077610123
619,131207.062453561
620,110354.101779446
621,173614.103826287
622,351287.095165734
623,317242.024570072
624,318139.604164032
625,195876.87035087
626,206776.545799409
627,283902.141559703
628,138461.380223455
629,241069.426515676
630,190110.767378518
631,306562.295584444
632,224957.740517854
633,130605.609412186
634,552876.388024026
635,495260.009792661
636,140111.703506251
637,323488.963233085
638,425472.923814475
639,108009.896086559
640,414353.549788167
641,311275.344271998
642,196972.086229215
643,87838.0383821626
644,378159.852746069
645,610602.075862574
646,246464.960744993
647,376450.854630467
648,219753.786592387
649,392491.715091687
650,432962.36627213
651,303996.551254522
652,179687.728355521
653,206512.3863766
654,213747.160859189
655,137214.577583061
656,212890.04578068
657,213663.364514707
658,167026.465625722
659,210413.214188077
660,272543.64708364
661,248962.035617672
662,148798.025177901
663,44849.5911356974
664,517933.746107155
665,258478.889383199
666,256036.552962714
667,295397.103208653
668,288457.817989131
669,111129.489144835
670,63749.2847793439
671,206155.607003038
672,92820.461196042
673,405599.976403868
674,64998.5469509503
675,330572.308219407
676,145494.449934608
677,301209.738022174
678,155660.964755921
679,216842.676825137
680,375417.868662573
681,464975.456896104
682,618886.644423883
683,404324.683878175
684,341383.900783544
685,341076.6655196
686,353418.867095158
687,599639.623543116
688,272121.105343057
689,173858.045995059
690,174552.793024755
691,30848.3939381794
692,60088.886037737
693,619742.095405565
694,190870.226848177
695,159323.850080121
696,517501.56762815
697,172232.300456695
698,609579.867262987
699,97180.6277219378
700,304228.7822792
701,92437.160366804
702,112530.287055778
703,536770.946152052
704,95935.7082849923
705,452827.365193257
706,537671.425445677
707,143239.033280668
708,337720.644065503
709,258878.813424795
710,151680.230585792
711,200050.602093525
712,667938.98909842
713,204637.030195184
714,251140.624133481
715,240800.32502759
716,301176.294681139
717,256098.311215717
718,149341.63370834
719,312423.345813971
720,105234.649827471
721,210725.876660926
722,148335.607031482
723,12217.8755255904
724,481439.959066325
725,380884.566366225
726,408460.950018165
727,283192.033548529
728,240688.331294797
729,297914.499263004
730,409404.342260636
731,404970.136468505
732,395207.120628515
733,508816.125721649
734,158099.723830425
735,268484.401592029
736,81737.4958596452
737,222751.52278916
738,416317.700847127
739,53198.0968811026
740,165003.456474339
741,244092.341372268
742,255301.991445603
743,-20988.1234458888
744,301194.373906152
745,462206.155026815
746,97551.1417509611
747,562700.525749056
748,141511.533567409
749,279243.697754197
750,759416.282410547
751,473376.87365168
752,92389.5957819839
753,251688.256654926
754,435195.190627429
755,189997.388007516
756,77144.9780439229
757,118928.570661074
758,325607.766859898
759,118822.447513117
760,53515.2108909714
761,62737.6835262169
762,338041.714821495
763,215758.486552629
764,134184.449511654
765,97811.5855493122
766,150329.498404896
767,245277.624821717
768,198832.125600336
769,110873.081271663
770,231728.562891074
771,158752.38669554
772,188730.138939768
773,636141.081101586
774,354236.540075599
775,184940.863623121
776,451159.975626559
777,61986.9113275739
778,90155.1898039613
779,113369.048868824
780,340367.411993903
781,128594.248054719
782,402615.686947731
783,314807.846909191
784,830068.294712478
785,70275.8212951044
786,188961.232818435
787,111628.986696406
788,483163.537476242
789,683460.547550723
790,44018.0039499862
791,96990.8745052915
792,200766.101098107
793,20634.7484564267
794,225800.18572022
795,348266.415960749
796,311565.554389012
797,291877.704096899
798,70596.1282760577
799,248410.387100157
800,387494.50422732
801,123478.188721508
802,281891.893762468
803,499084.592345387
804,377055.920643509
805,378243.360315219
806,380841.308584764
807,449502.804626889
808,391404.357554098
809,342168.228435653
810,173218.229490408
811,633034.516162044
812,115821.002578093
813,52559.0842282129
814,36279.6330690099
815,386991.617189416
816,286855.93834042
817,25575.6750012687
818,57572.7348402587
819,663063.628196358
820,327939.714907822
821,102240.187524755
822,152863.354353311
823,319029.780923821
824,35933.6443024167
825,285047.388669043
826,100198.669648749
827,291270.274697305
828,245742.254290665
829,220313.860760053
830,470174.17285373
831,62533.3188494505
832,547227.402045828
833,366053.877176688
834,366480.062918723
835,549687.37535619
836,40018.1149810286
837,319833.857091516
838,76735.0969601767
839,118139.818996194
840,202604.468358951
841,139561.886074807
842,120395.089205956
843,160463.706131331
844,120353.205548991
845,100287.569827898
846,381232.174345263
847,175329.671709629
848,263525.667509118
849,137817.218615728
850,179029.208850392
851,253409.452399451
852,910605.716730353
853,892607.284561336
854,303060.673927344
855,491417.436540618
856,138622.752552838
857,172322.717223106
858,374161.27167882
859,136026.036280244
860,324904.503617785
861,152147.78609703
862,486650.151057935
863,386300.662803984
864,276598.465097807
865,278034.455387933
866,286304.712537901
867,648681.101768463
868,203940.394122204
869,732349.527983447
870,567876.104187181
871,196239.180328839
872,66697.5893472209
873,319405.705012547
874,310152.192301208
875,110570.388742475
876,123589.658889263
877,202269.242037844
878,185080.824952102
879,230825.702013847
880,237364.639936855
881,159780.39077791
882,51146.0773898629
883,38072.8071878124
884,270468.02418386
885,204941.172182257
886,333232.195611501
887,164362.610819259
888,200113.185148872
889,191837.451806683
890,111612.715098687
891,577751.503885483
892,199736.963637201
893,624700.61609045
894,353229.180319578
895,251100.059338517
896,104506.102634313
897,212863.762681279
898,129845.610046706
899,529080.374539784
900,252473.512133946
901,350690.956170895
902,163913.749018036
903,180051.010487543
904,317391.164650534
905,163029.6424096
906,228085.151665228
907,128138.46977723
908,502305.013242889
909,138661.408502046
910,270744.502596059
911,537661.457056196
912,217709.837440381
913,367492.656778674
914,125569.692474119
915,443043.717025028
916,230891.170786813
917,273906.383923571
918,104358.878041597
919,424491.872818999
920,1036644.0587128
921,252750.126577897
922,293284.402135267
923,63025.3530881573
924,156027.712259647
925,564825.72606329
926,123928.760077308
927,258857.084192286
928,104063.291091263
929,325180.917882085
930,548718.888939716
931,362473.102082991
932,335239.247387327
933,426006.043360211
934,562846.812592444
935,51954.1610714445
936,338110.753423427
937,185130.262400896
938,359598.82322514
939,72830.5162760314
940,167148.966347951
941,10556.0769487109
942,473456.912258792
943,239151.439180196
944,236464.692564443
945,107112.407446251
946,638857.606512956
947,212592.001185399
948,166176.08359286
949,206448.404541172
950,237632.532592844
951,611376.276687775
952,55761.2210535274
953,71780.3489569558
954,202079.235982687
955,36010.5867242049
956,670372.460415748
957,119163.818188702
958,403703.715945047
959,315638.670609287
960,105187.462378848
961,187967.387044945
962,317199.135492418
963,213563.936242738
964,339754.729042829
965,237083.396666297
966,468737.215008154
967,169636.32171754
968,618012.297076085
969,898969.657888838
970,433313.576755018
971,106047.884300079
972,6908.54545352839
973,239420.97970186
974,167448.588456276
975,167844.788229459
976,353852.845528997
977,734095.302028884
978,134160.166857953
979,182081.420514217
980,624145.816301417
981,121539.963111212
982,347629.394738707
983,58648.0692895146
984,220163.17165359
985,164990.633521319
986,474890.109847609
987,83006.8531394662
988,179119.810521612
989,102672.457230459
990,285367.627174649
991,39373.1094086906
992,194727.531456284
993,75279.2095891088
994,78336.6518753095
995,150956.034502541
996,135296.606298766
997,252471.087372515
998,670881.524723073
999,254945.82683811
1000,135078.51703946
1001,146930.141741382
1002,119894.034398053
1003,401452.146177111
1004,180762.113741753
1005,488382.758956038
1006,613994.03209602
1007,411803.006711967
1008,282777.871711939
1009,371398.772114645
1010,377166.953237042
1011,93619.0759795473
1012,463648.726187635
1013,470375.546386808
1014,276528.066448429
1015,319995.253120108
1016,423626.139926417
1017,363977.653747034
1018,21586.4902522196
1019,377241.959154395
1020,160142.232850502
1021,498761.398102588
1022,458113.939029947
1023,284570.593224509
1024,799634.094709261
1025,894829.691848933
1026,120511.106735524
1027,355601.217549265
1028,261614.975791944
1029,181825.76485625
1030,553065.026179616
1031,416930.247736456
1032,707784.421325969
1033,88915.1757809983
1034,326001.037875318
1035,256897.920725772
1036,197449.108204428
1037,97532.8484015521
1038,126389.98292888
1039,654925.371196672
1040,485310.322125504
1041,573316.968861803
1042,232734.470348213
1043,526615.109609129
1044,75355.5305227643
1045,411342.295104552
1046,485825.706297579
1047,520591.667425435
1048,165837.449290788
1049,58573.950983563
1050,270645.335792804
1051,269547.539162988
1052,157930.228048249
1053,237079.32268142
1054,51682.4159090719
1055,497000.830526781
1056,463503.761126428
1057,305632.096376566
1058,367906.340184452
1059,65536.300087059
1060,83804.9014897831
1061,297686.485997529
1062,138938.090013666
1063,186090.055198195
1064,98724.0216841378
1065,189801.939699424
1066,280467.079901482
1067,709971.622868626
1068,11007.299869945
1069,255531.301771784
1070,302518.553635789
1071,442783.566662215
1072,141119.682890941
1073,293543.094612875
1074,192698.284361946
1075,217331.013715329
1076,159193.892199168
1077,252039.550093731
1078,185016.055202018
1079,328713.786824277
1080,226235.544829962
1081,157180.723449238
1082,146010.139897
1083,185499.707549901
1084,158430.909979077
1085,193582.369820925
1086,59923.5126673537
1087,151041.327293114
1088,293168.847767055
1089,114268.45441464
1090,194324.295476789
1091,443706.481647617
1092,164548.30539757
1093,67542.1083761046
1094,418127.769551531
1095,109410.848382343
1096,139028.496773298
1097,501693.990118003
1098,253022.515908204
1099,250252.445631409
1100,162166.164443377
1101,304235.578421985
1102,161587.622218895
1103,265827.156790175
1104,312940.935417913
1105,82737.1427698921
1106,103774.233486061
1107,220195.620480195
1108,215521.533369027
1109,276304.845826392
1110,647272.514458437
1111,263498.29526921
1112,190602.433845556
1113,241008.74089404
1114,92269.767683989
1115,249895.915897483
1116,345347.657223499
1117,284486.181556258
1118,171261.054933168
1119,270234.731341447
1120,350012.053581325
1121,260541.687385018
1122,61749.6012865036
1123,350789.709510843
1124,213486.233943576
1125,156941.052452516
1126,523351.073415147
1127,159421.999152742
1128,98150.9198278417
1129,124684.618723769
1130,211785.861863738
1131,308883.357893578
1132,235040.02151954
1133,409885.900646301
1134,300074.756650343
1135,99816.9168283771
1136,514239.633072492
1137,221437.150332797
1138,33860.4213507389
1139,112567.509280793
1140,299363.626502491
1141,533414.574287893
1142,496710.612787406
1143,739652.503359499
1144,440975.433900249
1145,438428.044875889
1146,186935.873289401
1147,144040.218473259
1148,221343.45333158
1149,294178.901427891
1150,259656.392049595
1151,669292.318698842
1152,302227.638737168
1153,148002.820379107
1154,116432.958697191
1155,391221.339104333
1156,82653.8326878016
1157,499506.40267288
1158,585877.836635422
1159,543462.600721213
1160,235584.921667236
1161,594897.609581086
1162,91416.7199296632
1163,124510.759938005
1164,343615.439485187
1165,267971.140066174
1166,210295.745905488
1167,644264.021774907
1168,130210.461696043
1169,382066.693109926
1170,614991.035588555
1171,441120.16089232
1172,347416.283397052
1173,218390.046613522
1174,851156.32993027
1175,89639.3819921396
1176,259991.990382031
1177,208252.413691659
1178,240935.724321595
1179,151507.509968685
1180,295322.904128927
1181,223522.671220543
1182,143489.436927803
1183,211530.476721476
1184,347313.992929259
1185,185142.542384316
1186,515989.557956537
1187,249736.458953618
1188,187133.234002915
1189,156077.423556149
1190,287289.786060158
1191,156339.628762071
1192,540790.450876156
1193,110669.434731736
1194,184851.032673628
1195,245939.661697053
1196,607300.39774046
1197,128162.74388495
1198,859382.417593726
1199,539124.45459003
1200,632108.512883026
1201,188638.844081929
1202,123963.786573394
1203,125973.967821946
1204,159012.178914339
1205,362899.513185305
1206,398542.662427234
1207,38669.1505011154
1208,208881.915142646
1209,121323.792714567
1210,516764.210932064
1211,96858.8130242005
1212,27415.2944545965
1213,281565.240443566
1214,180825.389826779
1215,276754.587577113
1216,354373.201198231
1217,483306.393798254
1218,141568.118395748
1219,134067.373421371
1220,263371.834025878
1221,90296.0649148858
1222,353446.96740388
1223,145930.489792899
1224,281429.218296172
1225,306860.38565004
1226,511595.67315189
1227,334150.885665324
1228,226351.797202042
1229,270478.438971854
1230,246820.14861544
1231,146128.373720895
1232,355421.614969311
1233,298057.86908525
1234,23230.4757042317
1235,183531.573683187
1236,113762.353618793
1237,177615.559002546
1238,394549.465639078
1239,87892.7847485276
1240,107292.475372181
1241,398163.354217673
1242,506143.570600893
1243,14814.5285007475
1244,70515.5050959833
1245,422376.310226573
1246,662772.098853014
1247,183248.056846858
1248,149046.779036198
1249,619193.050682871
1250,147663.559949943
1251,220067.245417486
1252,207548.811370713
1253,242032.372737442
1254,199179.22780237
1255,413083.56080834
1256,422499.680965277
1257,198205.657027878
1258,220701.370892161
1259,121468.308110231
1260,73761.6976648725
1261,89876.5993399351
1262,305076.658801782
1263,76178.699010097
1264,797730.617933459
1265,215808.202770691
1266,262113.259758047
1267,666478.619070773
1268,302037.975921944
1269,12947.4261850812
1270,358402.608845234
1271,215905.945130291
1272,213239.179857799
1273,251257.391722069
1274,50030.8785165116
1275,282836.773761553
1276,194446.568109278
1277,409773.110736721
1278,133591.699140467
1279,155579.475067964
1280,722547.66095586
1281,77580.3539866
1282,124801.560532252
1283,601434.996537469
1284,264250.051557525
1285,611805.617464546
1286,531692.262857728
1287,89826.143757088
1288,71335.777903674
1289,256332.705370866
1290,291311.985803001
1291,70879.0077815628
1292,130171.46308084
1293,562161.817725368
1294,468754.429490238
1295,200508.540558603
1296,240929.994436912
1297,692403.433898355
1298,5472.24524327736
1299,373344.500798292
1300,220023.837181513
1301,87207.0331891029
1302,248999.115128962
1303,440560.732507997
1304,398425.297739711
1305,173021.500773987
1306,138223.334129441
1307,738056.37480771
1308,73999.7353083051
1309,540532.940958187
1310,106250.353408253
1311,555070.733033382
1312,83011.3969733323
1313,85675.4782090475
1314,379282.31881322
1315,524402.166466848
1316,236614.750833673
1317,208167.471351404
1318,309114.734705172
1319,260237.45181342
1320,107631.669178774
1321,535874.02362094
1322,535677.907306332
1323,259286.869345713
1324,254941.554701647
1325,470003.148716968
1326,244540.108188175
1327,300814.564298207
1328,539759.383862333
1329,156892.053244515
1330,430677.54187152
1331,133408.702667404
1332,55922.7620380226
1333,-42467.1765204618
1334,481647.45731944
1335,287104.47770076
1336,228410.948123807
1337,389275.940094848
1338,420308.042428632
1339,131500.042521161
1340,185702.604488626
1341,346441.871820362
1342,442705.429897699
1343,215867.039522634
1344,448261.106908505
1345,166060.512287103
1346,200531.240568377
1347,400779.868046203
1348,121731.125791921
1349,453044.43129354
1350,273418.679244061
1351,133292.852162412
1352,142437.178934249
1353,123192.069079932
1354,355416.65273559
1355,202859.339630079
1356,40785.8319705949
1357,342658.675750156
1358,296539.291853716
1359,294334.124907248
1360,463036.013851957
1361,352205.105120027
1362,507386.5444235
1363,151145.589870652
1364,275228.452113973
1365,149063.617414179
1366,489991.7722115
1367,149524.559325326
1368,253620.916924056
1369,130833.499869993
1370,219548.950008469
1371,206649.959976294
1372,182510.809884346
1373,649158.64614563
1374,228577.676851083
1375,109058.749542983
1376,602313.30374072
1377,435457.722072026
1378,544295.89572401
1379,168484.1235446
1380,132221.933795967
1381,96794.4526490995
1382,966757.170916441
1383,303256.563320398
1384,207268.999885999
1385,181976.572116618
1386,121932.140863033
1387,247412.743784371
1388,297065.542065154
1389,216767.723944764
1390,290213.640510771
1391,401071.159645369
1392,224399.180910557
1393,97139.6368950351
1394,450668.308308538
1395,106415.874574915
1396,152027.315678586
1397,63521.9343476927
1398,341113.876293807
1399,145400.035085894
1400,177134.837407558
1401,153611.106276467
1402,67079.2590428679
1403,219326.209108242
1404,102826.790098958
1405,68783.3858916421
1406,280254.194950352
1407,565536.221831403
1408,469055.649673235
1409,50400.0544303952
1410,127649.181785453
1411,63673.1664806241
1412,289648.814001216
1413,407040.429314971
1414,157792.527552857
1415,201167.315243036
1416,42471.7024719702
1417,139250.900746975
1418,145393.571773608
1419,316662.122507556
1420,265158.156160259
1421,103101.006619622
1422,465420.244579829
1423,508094.290790974
1424,414522.206143858
1425,484623.288752964
1426,217672.809160383
1427,171757.661525045
1428,85699.0365407665
1429,151982.320010714
1430,334961.85876686
1431,109643.000814432
1432,510886.642802893
1433,51184.5704486978
1434,266950.196908362
1435,308818.782472627
1436,235399.315802037
1437,393217.959500903
1438,297393.680592842
1439,182353.617226088
1440,356480.675794139
1441,203025.942665599
1442,128902.624712696
1443,31165.5527352989
1444,475057.047265794
1445,85638.9225191998
1446,303920.53422152
1447,875560.812010277
1448,478331.29672851
1449,71214.8121155556
1450,494587.764485925
1451,264981.268879937
1452,130064.213311713
1453,354246.954549914
1454,221598.210272081
1455,585820.044684388
1456,337099.050964601
1457,251930.095996339
1458,263142.000852893
1459,320561.444127572
1460,41600.1179548191
1461,198799.107078707
1462,123027.628619948
1463,114246.422819993
1464,16878.1012888028
1465,173541.969174365
1466,435518.030735965
1467,365509.346241403
1468,329449.336570035
1469,71544.5346360291
1470,157260.748063791
1471,146926.233413366
1472,107483.07495238
1473,398436.060553601
1474,204335.822725089
1475,516304.172567123
1476,264007.741269186
1477,312379.102421177
1478,102053.982988881
1479,140557.55844349
1480,217002.319273206
